#wave          ISRF
      4650.50  2.96316e-13
      4713.39  2.80807e-13
      4777.13  2.66116e-13
      4841.72  2.52217e-13
      4907.20  2.39021e-13
      4973.55  2.26511e-13
      5040.81  2.14661e-13
      5108.97  2.03444e-13
      5178.06  1.92800e-13
      5248.07  1.82722e-13
      5319.04  1.73153e-13
      5390.97  1.64097e-13
      5463.87  1.55521e-13
      5537.75  1.47386e-13
      5612.63  1.39671e-13
      5688.53  1.32372e-13
      5765.45  1.25443e-13
      5843.41  1.18882e-13
      5922.43  1.12663e-13
      6002.52  1.06774e-13
      6083.68  1.01183e-13
      6165.95  9.58978e-14
      6249.33  9.08793e-14
      6333.83  8.61285e-14
      6419.48  8.16230e-14
      6506.29  7.73478e-14
      6594.27  7.33063e-14
      6683.44  6.94685e-14
      6773.82  6.58386e-14
      6865.41  6.23952e-14
      6958.25  5.91305e-14
      7052.34  5.60337e-14
      7147.71  5.31105e-14
      7244.36  5.03307e-14
      7342.32  4.76960e-14
      7441.61  4.52003e-14
      7542.23  4.28351e-14
      7644.22  4.05953e-14
      7747.59  3.84764e-14
      7852.36  3.64616e-14
      7958.54  3.45525e-14
      8066.16  3.27463e-14
      8175.23  3.10306e-14
      8285.78  2.94107e-14
      8397.82  2.78721e-14
      8511.38  2.64141e-14
      8626.47  2.50332e-14
      8743.12  2.37218e-14
      8861.35  2.24831e-14
      8981.18  2.13057e-14
      9102.63  2.01922e-14
      9225.71  1.91360e-14
      9350.47  1.81334e-14
      9476.91  1.71877e-14
      9605.06  1.62859e-14
      9734.94  1.54347e-14
      9866.58  1.46265e-14
      10000.0  1.38631e-14
#  units: um [erg/cm^3/s/st]
